wavelength_nm,RED.LED,GREEN.LED,BLUE.LED,AMBER.LED,CYAN
640,0.0690458902418715,4.59714848310315e-05,8.11304852794968e-06,9.38735601537108e-05,5.08566864003646e-06
642,0.0508483291477557,3.50258932045954e-05,6.94570341601447e-06,7.29508937804685e-05,4.52624508963245e-06
644,0.0356462513613133,2.64883317359753e-05,6.53713262683715e-06,5.44943972078745e-05,4.11939159842953e-06
646,0.0245629631229218,2.1422086468882e-05,6.15774546545821e-06,4.04929170493549e-05,3.68710976402643e-06
648,0.0169993677710465,1.81696820998839e-05,5.66162379288575e-06,3.24579767311136e-05,2.82254609522023e-06
650,0.0119070461480017,1.68562111047115e-05,4.37754416975702e-06,2.52981289227797e-05,3.22939958642315e-06
652,0.00838735326148548,1.57303788231353e-05,5.19468574811167e-06,2.67300984844465e-05,2.2173515270559e-06
654,0.00599096661534677,1.26968862866658e-05,3.531218963604e-06,1.95702506761126e-05,2.36737875193697e-06
656,0.00432098467131886,1.14459615293589e-05,4.05652426397484e-06,1.63880960946309e-05,3.55996804802552e-06
658,0.00315274618132624,9.38193567980234e-06,4.17325877516836e-06,1.53538958556493e-05,2.19700885249575e-06
660,0.00233647697998524,9.91357870165781e-06,3.99815700837808e-06,1.2887726055001e-05,2.8734027816206e-06
662,0.00175235773498893,9.47575503660037e-06,3.88142249718456e-06,1.1057987170649e-05,2.61911934961878e-06
664,0.00133299007191466,9.16302384727362e-06,3.26856631341858e-06,1.08988794415749e-05,1.9808679352942e-06
666,0.00101846432460895,7.78700661423594e-06,4.5526459365473e-06,5.43352894788004e-06,2.94968781122114e-06
668,0.000786314368264264,5.69170764574675e-06,3.12264817442668e-06,9.7851253380563e-06,2.1207238228952e-06
670,0.000613325207246126,8.50628834968746e-06,2.88042406370012e-06,7.69285870073206e-06,2.08766697673497e-06
672,0.000477779587573905,5.56661517001606e-06,3.2393826856202e-06,1.06602178479638e-05,1.71132749737227e-06
674,0.000382672992555275,4.5346022452378e-06,3.44366808020886e-06,2.52185750582426e-06,2.17920901225562e-06
676,0.000301794943248094,9.63212063126374e-06,5.39897114270033e-06,5.06758117100964e-06,1.42398721921021e-06
678,0.000243383018748463,5.91061947827548e-06,4.64019681994244e-06,5.32215353752818e-06,1.35024502392968e-07
680,0.000195455285825688,2.69261554010327e-06,5.42815477049871e-06,3.17419919502802e-06,1.36804486416981e-07
682,0.000156514002825934,4.31569041270908e-06,4.93203309792624e-06,2.67300984844465e-06,-4.24653331443044e-07
684,0.000130303523883792,3.75277427192094e-06,3.47285170800724e-06,4.09702402365772e-06,5.61966384724028e-08
686,0.000110832882383915,2.76454371364842e-06,3.47285170800724e-06,3.49241465317619e-06,-1.10104726056789e-06
688,8.76178867494465e-05,1.87951444785374e-06,5.36978751490195e-06,2.4104820954724e-06,-1.53332909497099e-07
690,7.4737308526451e-05,5.31643021855466e-06,3.41448445241048e-06,5.81538749765785e-06,-8.56935165846143e-07
692,6.64248423476573e-05,4.37823665057443e-06,2.7403426502679e-06,8.03494031824135e-06,-7.01822272325031e-07
694,5.87863599130902e-05,2.90214543695219e-06,3.15183180222506e-06,8.27360191185248e-06,-1.02730506528736e-06
696,5.06236678996802e-05,4.37823665057443e-08,4.31917691416026e-06,1.20126335450935e-05,-7.11993609605104e-07
698,4.31349596304967e-05,1.16023271240222e-06,2.71699574802919e-06,1.18535258160194e-05,-9.3322019544669e-07
700,3.92408313305214e-05,1.46670927794243e-08,4.2608096585635e-06,1.4717464939353e-05,9.56105704326854e-08
702,3.68444446843826e-05,2.93341855588487e-06,3.12264817442668e-06,1.30468337840751e-05,-2.14106649745535e-07
704,3.64700092709235e-05,2.37988435077653e-06,2.40473093058652e-06,7.60534944974132e-06,-1.0603619114476e-06
706,3.06288168209604e-05,7.66191413850525e-07,1.36579378096419e-06,1.05011101188897e-05,-6.7385109480483e-08
708,3.14525747305705e-05,2.30170155344484e-06,2.71115902246952e-06,1.16148642224083e-05,-1.06544758008764e-06
710,2.83073172575135e-05,9.50702815553304e-07,2.10705792704305e-06,9.14869442175995e-06,-7.95907142165705e-07
712,2.7633333513287e-05,7.38045606811118e-07,3.61876984699914e-07,7.23144628641721e-06,-7.37421952805286e-07
714,2.26158989729341e-05,1.48547314930204e-08,1.27824289756905e-06,4.71754416704665e-06,-1.58164294705134e-06
716,2.0369286492179e-05,-1.44169078279629e-06,1.1439982096965e-06,2.52185750582426e-07,-1.54604326657108e-06
718,2.14177056498647e-05,-1.46358196604917e-06,-9.04692461749784e-07,7.25531244577833e-06,-1.29938833752931e-06
720,1.6774706522971e-05,-3.01472866510982e-07,-5.07795123691814e-07,3.65152238225028e-06,-8.26421154005924e-07
722,1.65500452748955e-05,2.00147961169117e-06,3.88142249718456e-07,4.70163339413924e-06,-3.45825467522479e-07
724,1.87217706729587e-05,6.19207754866955e-07,2.25297606603495e-06,4.90051805548185e-07,-8.67106503126216e-07
726,1.57262873652853e-05,1.90766025489314e-07,6.42039811564363e-07,5.1789565813615e-07,-2.79711775202005e-06
728,1.15326107345425e-05,2.33922929616405e-06,2.23254752657608e-06,2.34683900384277e-06,-2.69540437921932e-06
730,1.18321590653099e-05,3.15858501220012e-06,1.54381391053431e-07,1.86951581662051e-06,-6.4587991728463e-07
732,1.26559169749201e-05,4.75351407776652e-06,2.17709863375916e-06,-2.4104820954724e-06,-1.83846921337318e-06
734,8.16269201340998e-06,8.06846468463001e-06,2.15375173152045e-06,3.71516547387991e-07,-1.88678306545353e-06
736,6.9270551489947e-06,4.59714848310315e-06,9.16365912869137e-07,3.22988690020395e-06,-2.35466458033688e-06
738,7.86314368264264e-06,1.31972561895886e-05,6.88733616041771e-07,1.41605878875937e-06,-1.33244518368955e-06
740,8.68690159225282e-06,9.81975934485979e-06,2.79287318030498e-06,5.64036899567635e-06,-2.49197763361786e-06
742,1.10084011556997e-05,1.32285293085213e-05,3.00591366323315e-06,5.32215353752818e-06,-2.15378066905544e-06
744,1.16823848999262e-05,6.1295313108042e-06,7.67529411097398e-07,1.63880960946309e-06,-4.93309858083536e-06
746,7.93803076533447e-06,1.00699442963212e-05,5.22386937591005e-07,7.70081408718577e-07,-6.73851094804831e-06
748,1.10832882383915e-05,6.0044388350735e-06,1.30742652536743e-06,5.99836138609305e-06,-4.62795846243318e-06
750,1.26559169749201e-05,1.84511401702779e-06,3.8230552415878e-06,9.62601760898221e-06,-3.96682153922844e-06
752,1.07837399076242e-05,3.09603877433477e-06,5.83672555967603e-06,-3.84245165713918e-06,-2.41060693537728e-06
754,7.7882565999508e-06,3.90913986658431e-06,3.29774994121696e-06,3.07873455758357e-06,-2.24023703593606e-06
756,1.27308040576119e-05,1.62620218449907e-07,9.48467903447355e-07,9.7851253380563e-06,7.62850296005468e-07
758,1.22814815614609e-05,-2.72388865903595e-06,3.44366808020886e-06,1.37628185649085e-05,-2.59369100641859e-06
760,1.21317073960772e-05,-2.57065037626584e-06,2.81038335698401e-06,1.12170948997231e-05,-1.44687272809037e-06
762,1.64002711095118e-05,-9.38193567980234e-06,-1.32493670204646e-06,1.28081721904639e-05,-4.24653331443044e-06
764,7.40633247822245e-06,2.95530973913774e-06,6.62468351023229e-06,1.98089122697237e-05,-3.3056846160237e-06
766,1.39289973806812e-05,-4.7847871966992e-06,5.31142025930519e-06,1.04215562543526e-05,-4.19567662803008e-06
768,8.31246617879364e-06,3.50258932045954e-06,4.20244240296674e-06,1.38423724294455e-05,-6.00108899524302e-06
770,1.01846432460895e-05,4.90987967242989e-06,7.26672332179666e-06,1.03420023898156e-05,-3.76339479362698e-06
772,6.49271006938206e-06,-2.13595402310167e-06,7.47100871638532e-06,8.59181737000065e-06,-4.19567662803008e-06
774,6.49271006938206e-06,3.59640867725756e-07,3.73550435819266e-06,1.41605878875937e-05,-4.78052852163427e-06
776,1.2206594478769e-05,2.4111574697092e-07,-8.40488480593348e-07,1.75018501981495e-05,-8.08621313765797e-06
778,9.88509491532217e-06,-1.00386711773885e-05,1.71891567732459e-06,1.45583572102789e-05,-4.24653331443044e-06
780,1.39289973806812e-05,-2.55188650490624e-06,4.93203309792624e-06,1.479701880389e-05,-5.87394727924211e-06
