wavelength_nm,RED.LED,GREEN.LED,BLUE.LED,AMBER.LED,ROY.BLUE.LED
694,6.39924159845284e-05,1.51972215897573e-05,5.59349354565397e-05,1.53823615605065e-06,-2.13428914584871e-06
696,0.000109701284544906,0.000108972325352911,0.000156674534041765,0.000326875183160764,4.80400971504622e-06
698,3.68935867665904e-05,0.00012723255284448,5.5580468184952e-05,0.000115367711703799,2.55073580845333e-05
700,9.59886239767927e-05,-0.000207341937968782,0,0.000220053227879468,2.18634497867429e-05
702,0.000123087453194731,0.000187314591687707,3.50922598871827e-05,0.000223257886537907,0.000229789319187195
704,1.32555718825095e-05,-0.000274492451970035,-0.000124772479598872,8.67394276884118e-05,-0.000102624356141854
706,7.01957624320082e-05,-5.32491795238008e-05,-7.65649306629441e-05,-8.20392616560348e-05,-2.50611652317427e-05
708,9.14177371207549e-07,-0.000283917085514071,-5.26029431036153e-05,3.2901162226639e-05,-0.000104855320405808
710,1.47574347066361e-05,7.6103915868087e-06,6.96882655941427e-05,0.000104258228354544,0.000136088820101155
712,3.62406029300136e-05,-0.000213232333933804,-1.63763879473519e-05,-0.000114299492150986,-1.40550748629061e-05
714,1.64551926817359e-05,5.9375191327424e-05,5.45879598245065e-05,0.00034717135466421,4.89324828560436e-05
716,0.000122107977439865,0.00014843797831856,0.000109884854192188,0.000228598984301972,0.000104855320405808
718,5.38711665175877e-05,-0.000104731240258095,8.71989488105752e-05,8.22529055665974e-05,8.32893325209252e-06
720,0.00010055951083283,7.85778821733964e-05,8.08185379219966e-05,0.000220053227879468,0.000104111665651157
722,-8.22759634086794e-06,-4.94793261061866e-05,-7.44381270334179e-05,9.42169645581025e-05,6.24669993906939e-06
724,4.930027966155e-05,-0.000147259899125555,-8.36542760946982e-05,7.05024904856549e-05,8.77512610488319e-05
726,1.05456889607157e-05,-0.000139013344774524,-1.87867653941483e-05,0.000283078181495433,1.0634262991511e-06
728,-6.2033464474798e-05,-0.00030747866937416,-1.19101003253469e-05,-2.54236253569483e-05,-1.04111665651157e-06
730,7.67256007977764e-05,4.5591664769272e-05,9.0034686983277e-05,0.000314056548527008,0.000145756331911619
732,2.39971559941982e-05,-0.000207341937968782,-6.2528026708071e-05,0.000110026613939734,1.09317248933714e-05
734,-1.31249751151941e-05,-0.000196739225231742,-9.0034686983277e-05,0.000113231272598173,2.82588806767425e-05
736,2.8339498507434e-05,-7.42189891592799e-05,1.19101003253469e-05,0.000167710469791634,0.000143525367647666
738,-1.0055951083283e-05,-0.000177889958143671,-3.04841853565426e-06,9.50715402003528e-05,-6.40286743754613e-05
740,5.8115561455337e-05,0.000327506015655235,0.000175106832164326,0.000310851889868569,0.00037257103208021
742,1.21128501685e-05,-0.000167287245406631,6.45130434289622e-05,7.10366002620614e-05,-1.50961915194177e-05
744,8.52143906732751e-05,-4.22930430288595e-06,6.20317725278482e-05,9.58192938873219e-05,0.000255817235599985
746,-2.01445513583949e-05,-0.000282739006321066,-2.43873482852341e-05,0.000105753735728482,-5.76332434854616e-05
748,2.06016400439987e-05,-9.88408442930728e-05,-3.40997515267371e-05,0.000178392665319763,0.000122703034517434
750,6.43189079028168e-05,-0.00014843797831856,-5.59349354565397e-06,0.000278805303284181,-1.3311420108255e-05
752,6.62778594125473e-05,0.000104849048177395,-0.000224023315643429,0.000246758716699792,6.50697910319728e-05
754,0,-3.88766133691466e-05,4.42375154941455e-05,0.000168778689344447,8.03147135023207e-06
756,7.01957624320082e-06,-0.000204985779582773,5.13977543802171e-05,-4.36901797100498e-05,5.39149697122061e-05
758,3.04616959763087e-05,3.80519579340435e-05,2.80029144554286e-05,0.000223257886537907,8.77512610488319e-05
760,3.72200786848788e-05,-7.77532267382933e-05,4.6789679849577e-05,0.000137800322312871,-0.000118984760744179
762,5.45241503541645e-05,-5.44272587168053e-05,-3.72190635167089e-05,0.000106181023549608,-7.28781659558096e-06
764,8.16229795721026e-05,0.000155506453476587,0.000305550788108601,0.000445447553523001,0.000207479676547662
766,2.69355832587939e-05,-1.68465324599635e-06,-5.08306067456768e-07,0.000214712130115404,8.40329872755763e-05
768,6.00745129650675e-05,-0.000100607963082579,0.000146040515894134,-5.21291141772721e-05,0.000163604046023246
770,-1.73367208611146e-05,-0.000237971996986898,4.42375154941455e-05,0.000332216280924828,5.81538018137174e-05
772,1.6846982983682e-05,-0.000173177641371653,0.000109175919649013,0.000275600644625742,4.74451733467413e-05
774,3.42816514202831e-05,-5.99642309239262e-05,-9.78329669582064e-05,0.000104258228354544,-1.22703034517434e-05
776,1.35820638007979e-05,-0.00011403806588283,-9.78329669582064e-05,0.000270259546861677,-3.73314686834861e-05
778,-2.03730957011968e-05,-0.000276848610356044,-7.7982799749295e-05,8.50302764039111e-05,5.33200459084852e-05
780,7.67256007977764e-05,0.000173177641371653,4.1685351138714e-05,0.000314056548527008,0.00015319287945813
